League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
SWEDEN 2,2025-06-23,14:00:00,13,GIF Sundsvall,Trelleborg,2.95,2.0,3.55,2.53,3.0,2.56,1.44,2.6,2.95,1.35,9.3,1.0,1.08,8.0,1.4,3.0,2.1,1.61,1.83,1.83,1.36,1.3,1.55,0.83,0.67,1.77,1.45,3.22,2.15,6.75,1.84,1.23,3.65,1.41,2.65,1.67,2.07,2.02,1.7,2.55,1.45
SWEDEN 2,2025-06-23,14:00:00,13,Helsingborg,Umeå,1.95,2.38,5.5,1.48,4.2,4.9,1.3,3.2,2.4,1.5,6.1,1.06,1.04,11.0,1.22,4.33,1.65,2.05,1.73,1.95,1.13,1.17,2.45,1.17,0.2,1.45,1.42,2.87,1.63,7.0,2.5,1.24,3.55,1.42,2.65,1.68,2.05,2.07,1.67,2.63,1.42
NORWAY 2,2025-06-23,14:00:00,12,Mjøndalen,Skeid,3.0,2.15,3.1,2.31,3.4,2.68,1.3,2.98,2.5,1.52,5.5,1.12,1.01,9.0,1.19,4.0,1.67,2.0,1.57,2.3,1.28,1.29,1.5,0.4,0.17,1.09,1.11,2.2,1.65,6.75,2.15,1.24,3.65,1.36,2.7,1.65,2.05,2.11,1.65,2.55,1.37
ICELAND 1,2025-06-23,15:00:00,12,ÍBV,Afturelding,2.66,2.21,3.72,2.13,3.41,2.95,1.32,3.1,2.44,1.52,5.5,1.11,1.01,13.0,1.17,4.2,1.57,2.15,1.57,2.3,1.25,1.28,1.7,1.4,0.2,1.16,1.43,2.59,1.65,7.8,2.81,1.11,5.5,1.16,3.6,1.38,2.8,1.65,2.1,1.94,1.75
IRELAND 1,2025-06-23,15:45:00,21,Waterford,Shelbourne,3.25,2.07,3.2,2.73,3.27,2.23,1.41,2.62,2.8,1.33,8.0,1.07,1.06,8.0,1.36,2.9,1.94,1.76,1.85,1.91,1.3,1.25,1.4,1.3,1.4,1.65,1.39,3.04,1.95,6.5,2.3,1.3,3.2,1.57,2.38,1.85,1.85,2.3,1.55,3.0,1.33
IRELAND 1,2025-06-23,15:45:00,21,St Patrick's Athl.,Derry City,3.0,2.0,4.0,2.1,3.25,2.99,1.55,2.3,3.3,1.3,8.5,1.0,1.03,8.0,1.4,2.7,1.88,1.82,1.85,1.75,1.33,1.25,1.57,1.82,1.4,1.66,1.21,2.87,1.97,6.4,2.3,1.38,2.85,1.64,2.1,2.1,1.67,2.62,1.42,3.65,1.29
IRELAND 1,2025-06-23,15:45:00,21,Sligo Rovers,Galway United,3.74,2.1,2.87,2.6,3.37,2.28,1.42,2.55,2.95,1.33,8.0,1.07,1.03,9.1,1.32,3.02,1.95,1.75,1.85,1.9,1.3,1.25,1.33,0.8,1.2,1.39,1.46,2.85,1.95,6.45,2.12,1.21,3.3,1.48,2.47,1.8,1.95,2.2,1.6,2.8,1.38
IRELAND 1,2025-06-23,15:45:00,21,Cork City,Drogheda United,3.4,2.0,3.1,2.75,3.2,2.25,1.44,2.5,3.0,1.33,8.8,1.07,1.01,8.0,1.33,3.0,1.94,1.76,1.8,1.86,1.5,1.25,1.4,1.1,1.36,1.49,1.39,2.88,2.06,6.5,2.2,1.19,3.6,1.41,2.6,1.94,2.0,2.1,1.65,2.7,1.4
IRELAND 1,2025-06-23,15:45:00,21,Bohemians,Shamrock Rovers,4.2,2.0,2.77,2.79,3.28,2.19,1.44,2.55,3.08,1.3,7.5,1.06,1.03,8.0,1.37,2.8,1.94,1.76,1.87,1.79,1.3,1.25,1.3,2.0,1.91,1.93,1.65,3.58,2.1,7.5,2.17,1.24,3.48,1.46,2.4,1.97,1.99,2.2,1.62,2.78,1.39
ICELAND 1,2025-06-23,16:15:00,12,Valur,KR,2.0,2.88,3.88,1.65,4.6,3.65,1.11,5.3,1.65,2.16,2.89,1.35,1.0,36.0,1.05,10.0,1.19,4.16,1.29,3.5,1.25,1.18,2.26,2.33,0.5,2.2,1.88,4.08,1.7,9.3,2.56,1.08,5.93,1.12,4.33,1.3,3.2,1.5,2.4,1.8,1.91
