League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Link,ID
JAPAN - J1 LEAGUE,2025-02-26,07:00,Shimizu S-Pulse,Sanfrecce Hiroshima,4.2,3.4,1.9,https://www.radarfutebol.com/radar/sanfrecce-hiroshima-shimizu-s-pulse/13274694,13274694
JAPAN - J1 LEAGUE,2025-02-26,07:00,Okayama,Gamba Osaka,3.0,3.25,2.38,https://www.radarfutebol.com/radar/fagiano-okayama-gamba-osaka/13274696,13274696
JAPAN - J1 LEAGUE,2025-02-26,07:00,Machida,Verdy,2.1,3.0,3.9,https://www.radarfutebol.com/radar/machida-zelvia-tokyo-verdy/13274701,13274701
JAPAN - J1 LEAGUE,2025-02-26,07:00,Kashiwa Reysol,Cerezo Osaka,2.25,3.1,3.4,https://www.radarfutebol.com/radar/cerezo-osaka-kashiwa-reysol/13274703,13274703
JAPAN - J1 LEAGUE,2025-02-26,07:00,Kashima Antlers,Albirex Niigata,2.05,3.4,3.5,https://www.radarfutebol.com/radar/albirex-niigata-kashima-antlers/13274702,13274702
JAPAN - J1 LEAGUE,2025-02-26,07:00,FC Tokyo,Nagoya Grampus,2.7,2.9,2.8,https://www.radarfutebol.com/radar/fc-tokyo-nagoya-grampus/13274700,13274700
JAPAN - J1 LEAGUE,2025-02-26,07:00,Avispa Fukuoka,Kawasaki Frontale,3.6,3.3,2.05,https://www.radarfutebol.com/radar/kawasaki-frontale-avispa-fukuoka/13274691,13274691
JAPAN - J1 LEAGUE,2025-02-26,07:00,Vissel Kobe,Kyoto,1.7,3.75,4.75,https://www.radarfutebol.com/radar/kyoto-sanga-fc-vissel-kobe/13274690,13274690
INDIA - I-LEAGUE,2025-02-26,07:30,SC Bengaluru,Lajong,0.0,0.0,0.0,https://www.radarfutebol.com/radar/sc-bengaluru-shillong-lajong-fc/13052786,13052786
INDIA - ISL,2025-02-26,11:00,East Bengal,Hyderabad,1.53,4.33,5.0,https://www.radarfutebol.com/radar/hyderabad-fc-east-bengal-fc/13077902,13077902
SERBIA - SUPER LIGA,2025-02-26,12:00,Zeleznicar Pancevo,Crvena zvezda,8.25,5.4,1.26,https://www.radarfutebol.com/radar/fk-zeleznicar-pancevo-fk-crvena-zvezda/12420339,12420339
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,2025-02-26,14:00,Al Khaleej,Al Ittihad,5.25,4.5,1.48,https://www.radarfutebol.com/radar/al-khaleej-al-ittihad/12624864,12624864
SERBIA - SUPER LIGA,2025-02-26,14:05,Partizan,Mladost,1.3,4.7,8.5,https://www.radarfutebol.com/radar/fk-mladost-lucani-fk-partizan/12420340,12420340
SERBIA - SUPER LIGA,2025-02-26,14:30,Radnicki Nis,Vojvodina,3.15,3.0,2.22,https://www.radarfutebol.com/radar/fk-radnicki-nis-fk-vojvodina/12420344,12420344
ENGLAND - PREMIER LEAGUE,2025-02-26,16:30,Nottingham,Arsenal,3.9,3.5,1.95,https://www.radarfutebol.com/radar/arsenal-nottingham-forest/12436974,12436974
ENGLAND - PREMIER LEAGUE,2025-02-26,16:30,Tottenham,Manchester City,3.25,3.9,2.0,https://www.radarfutebol.com/radar/tottenham-hotspur-manchester-city/12436975,12436975
ENGLAND - PREMIER LEAGUE,2025-02-26,16:30,Brentford,Everton,2.0,3.7,3.5,https://www.radarfutebol.com/radar/brentford-everton/12436968,12436968
SCOTLAND - PREMIERSHIP,2025-02-26,16:45,Motherwell,Dundee FC,2.25,3.5,3.0,https://www.radarfutebol.com/radar/dundee-fc-motherwell/12476970,12476970
NORTHERN IRELAND - NIFL PREMIERSHIP,2025-02-26,16:45,Loughgall,Larne,4.4,3.6,1.75,https://www.radarfutebol.com/radar/loughgall-larne-fc/13362059,13362059
SCOTLAND - PREMIERSHIP,2025-02-26,16:45,St Johnstone,Ross County,2.25,3.1,3.3,https://www.radarfutebol.com/radar/ross-county-st-johnstone/12476971,12476971
SCOTLAND - PREMIERSHIP,2025-02-26,17:00,Kilmarnock,Rangers,6.5,4.2,1.5,https://www.radarfutebol.com/radar/rangers-kilmarnock/12476972,12476972
ENGLAND - PREMIER LEAGUE,2025-02-26,17:15,Liverpool,Newcastle,1.5,4.5,5.75,https://www.radarfutebol.com/radar/liverpool-newcastle-united/12436988,12436988
