League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Link,ID
BULGARIA 1,2025-03-09,07:00,Botev Plovdiv,Arda,2.2,3.2,3.4,https://www.radarfutebol.com/radar/arda-kardzhali-botev-plovdiv/12421763,12421763
NETHERLANDS 1,2025-03-09,08:15,Willem II,Utrecht,3.8,3.5,1.95,https://www.radarfutebol.com/radar/willem-ii-tilburg-fc-utrecht/12441714,12441714
ITALY 1,2025-03-09,08:30,Verona,Bologna,5.0,3.3,1.8,https://www.radarfutebol.com/radar/hellas-verona-bologna/12504381,12504381
AUSTRIA 2,2025-03-09,08:30,Liefering,Ried,4.9,4.1,1.57,https://www.radarfutebol.com/radar/fc-liefering-sv-ried/12484610,12484610
ENGLAND 2,2025-03-09,09:00,Portsmouth,Leeds,7.5,4.5,1.37,https://www.radarfutebol.com/radar/leeds-united-portsmouth/12468398,12468398
CZECH 1,2025-03-09,09:00,Ostrava,Mlada Boleslav,1.53,4.33,5.5,https://www.radarfutebol.com/radar/mlada-boleslav-banik-ostrava/12580800,12580800
ESTONIA 1,2025-03-09,09:30,Paide,Kalju,2.15,3.45,2.82,https://www.radarfutebol.com/radar/paide-linnameeskond-nomme-kalju/13405908,13405908
BELGIUM 2,2025-03-09,09:30,RFC Liege,RAAL La Louviere,3.4,3.9,1.91,https://www.radarfutebol.com/radar/rfc-liege-raal-la-louviere/12448588,12448588
GERMANY 2,2025-03-09,09:30,Preussen Munster,Nurnberg,2.9,3.4,2.35,https://www.radarfutebol.com/radar/preussen-munster-1-fc-nurnberg/12499217,12499217
GERMANY 2,2025-03-09,09:30,Hannover,Braunschweig,1.62,4.1,5.0,https://www.radarfutebol.com/radar/eintracht-braunschweig-hannover-96/12499218,12499218
BULGARIA 1,2025-03-09,09:30,Levski Sofia,Slavia Sofia,1.45,3.9,8.5,https://www.radarfutebol.com/radar/slavia-sofia-levski-sofia/12421762,12421762
GERMANY 2,2025-03-09,09:30,Regensburg,Paderborn,4.75,3.8,1.7,https://www.radarfutebol.com/radar/ssv-jahn-regensburg-sc-paderborn-07/12499224,12499224
DENMARK 2,2025-03-09,10:00,Roskilde,Vendsyssel,3.1,3.5,2.15,https://www.radarfutebol.com/radar/fc-roskilde-vendsyssel-ff/12442069,12442069
DENMARK 1,2025-03-09,10:00,Silkeborg,Lyngby,1.73,3.6,4.75,https://www.radarfutebol.com/radar/lyngby-silkeborg-if/12407875,12407875
NETHERLANDS 1,2025-03-09,10:30,Zwolle,Ajax,5.75,4.1,1.57,https://www.radarfutebol.com/radar/pec-zwolle-afc-ajax/12448289,12448289
ITALY 2,2025-03-09,11:00,Spezia,Pisa,2.05,3.0,4.2,https://www.radarfutebol.com/radar/pisa-spezia/12527542,12527542
ENGLAND 1,2025-03-09,11:00,Chelsea,Leicester,1.18,8.0,12.0,https://www.radarfutebol.com/radar/chelsea-leicester-city/12436998,12436998
ITALY 1,2025-03-09,11:00,Napoli,Fiorentina,1.55,4.0,6.25,https://www.radarfutebol.com/radar/napoli-fiorentina/12504373,12504373
ITALY 2,2025-03-09,11:00,Sassuolo,Bari,1.57,4.0,5.5,https://www.radarfutebol.com/radar/sassuolo-bari/12527535,12527535
FRANCE 1,2025-03-09,11:00,Brest,Angers,1.73,3.6,5.0,https://www.radarfutebol.com/radar/stade-brestois-angers/12450249,12450249
CROATIA 1,2025-03-09,11:00,Hajduk Split,Gorica,1.4,4.5,7.0,https://www.radarfutebol.com/radar/hnk-gorica-hnk-hajduk-split/12403311,12403311
CYPRUS 1,2025-03-09,11:00,Paralimni,Aris,8.75,5.1,1.32,https://www.radarfutebol.com/radar/enosis-neon-paralimniou-aris-limassol/12497182,12497182
ENGLAND 1,2025-03-09,11:00,Tottenham,Bournemouth,2.7,3.8,2.38,https://www.radarfutebol.com/radar/bournemouth-tottenham-hotspur/12437009,12437009
CZECH 1,2025-03-09,11:30,Bohemians,Sigma Olomouc,2.2,3.3,3.3,https://www.radarfutebol.com/radar/bohemians-praha-1905-sk-sigma-olomouc/12580795,12580795
CZECH 1,2025-03-09,11:30,Hradec Kralove,Karvina,1.9,3.25,4.33,https://www.radarfutebol.com/radar/mfk-karvina-fc-hradec-kralove/12580802,12580802
GERMANY 1,2025-03-09,11:30,Eintracht Frankfurt,Union Berlin,1.73,4.0,4.5,https://www.radarfutebol.com/radar/eintracht-frankfurt-1-fc-union-berlin/12499417,12499417
BELGIUM 1,2025-03-09,12:00,Westerlo,Anderlecht,3.1,3.4,2.25,https://www.radarfutebol.com/radar/rsc-anderlecht-kvc-westerlo/12421252,12421252
CHILE 1,2025-03-09,12:00,Coquimbo,Cobresal,1.7,3.6,4.75,https://www.radarfutebol.com/radar/cobresal-coquimbo-unido/13443442,13443442
BELGIUM 2,2025-03-09,12:00,Patro Eisden,Beveren,2.05,3.3,3.6,https://www.radarfutebol.com/radar/patro-eisden-maasmechelen-sk-beveren/12448584,12448584
SPAIN 1,2025-03-09,12:15,Real Madrid,Rayo Vallecano,1.29,5.75,9.5,https://www.radarfutebol.com/radar/real-madrid-rayo-vallecano/12437549,12437549
GERMANY 3,2025-03-09,12:30,Aue,Viktoria Koln,2.05,3.75,3.1,https://www.radarfutebol.com/radar/fc-viktoria-koln-erzgebirge-aue/12525783,12525783
NETHERLANDS 1,2025-03-09,12:45,Twente,Almere City,1.25,6.5,10.0,https://www.radarfutebol.com/radar/almere-city-fc-fc-twente/12448265,12448265
